time,x,y,in_or_out
0.0,222.13175434852178,1,1
0.0,206.25887432804834,1,1
1.0,190.3859943075749,1,2
2.0,174.51311428710144,1,2
3.0,158.640234266628,1,2
4.0,142.76735424615455,1,2
5.0,126.89447422568111,1,2
6.0,111.02159420520766,1,2
7.0,95.14871418473422,1,2
8.0,79.27583416426077,1,2
9.0,63.40295414378733,1,2
10.0,47.530074123313895,1,2
11.0,31.657194102840457,1,2
12.0,15.784314082367016,1,2
13.0,999.9114340618936,1,2
14.0,984.0385540414202,1,2
15.0,968.1656740209468,1,2
16.0,952.2927940004734,1,2
17.0,936.4199139799999,1,2
18.0,920.5470339595265,1,2
19.0,904.6741539390531,1,2
20.0,888.8012739185797,1,2
21.0,872.9283938981063,1,2
22.0,857.0555138776328,1,2
23.0,841.1826338571594,1,2
24.0,825.309753836686,1,2
25.0,809.4368738162126,1,2
26.0,793.5639937957392,1,1
27.0,777.6911137752658,1,1
28.0,761.8182337547923,1,1
29.0,745.9453537343189,1,0
30.0,730.0724737138455,1,0
31.0,714.1995936933721,1,0
32.0,698.3267136728987,1,0
33.0,682.4538336524253,1,0
34.0,666.5809536319518,1,0
35.0,650.7080736114784,1,0
36.0,634.835193591005,1,0
37.0,618.9623135705316,1,0
38.0,603.0894335500582,1,0
39.0,587.2165535295848,1,0
40.0,571.3436735091113,1,0
41.0,555.4707934886379,1,0
42.0,539.5979134681645,1,0
43.0,523.7250334476911,1,0
44.0,507.8521534272177,1,0
45.0,491.97927340674426,1,0
46.0,476.10639338627084,1,0
47.0,460.2335133657974,1,0
48.0,444.360633345324,1,0
49.0,428.4877533248506,1,0
50.0,412.61487330437717,1,0
51.0,396.74199328390375,1,0
52.0,380.86911326343034,1,0
53.0,364.9962332429569,1,0
54.0,349.1233532224835,1,0
55.0,333.2504732020101,1,0
56.0,317.37759318153667,1,0
57.0,301.50471316106325,1,0
58.0,285.63183314058983,1,0
59.0,269.7589531201164,1,0
60.0,253.88607309964297,1,0
61.0,238.01319307916953,1,1
62.0,222.14031305869608,1,1
63.0,206.26743303822263,1,1
64.0,190.3945530177492,1,2
65.0,174.52167299727574,1,2
66.0,158.6487929768023,1,2
67.0,142.77591295632885,1,2
68.0,126.9030329358554,1,2
69.0,111.03015291538196,1,2
70.0,95.15727289490852,1,2
71.0,79.28439287443507,1,2
72.0,63.41151285396163,1,2
73.0,47.538632833488194,1,2
74.0,31.665752813014755,1,2
75.0,15.792872792541315,1,2
76.0,999.9199927720679,1,2
77.0,984.0471127515945,1,2
78.0,968.174232731121,1,2
79.0,952.3013527106476,1,2
80.0,936.4284726901742,1,2
81.0,920.5555926697008,1,2
82.0,904.6827126492274,1,2
83.0,888.809832628754,1,2
84.0,872.9369526082805,1,2
85.0,857.0640725878071,1,2
86.0,841.1911925673337,1,2
87.0,825.3183125468603,1,2
88.0,809.4454325263869,1,2
89.0,793.5725525059134,1,1
90.0,777.69967248544,1,1
91.0,761.8267924649666,1,1
92.0,745.9539124444932,1,0
93.0,730.0810324240198,1,0
94.0,714.2081524035464,1,0
95.0,698.335272383073,1,0
96.0,682.4623923625995,1,0
97.0,666.5895123421261,1,0
98.0,650.7166323216527,1,0
99.0,634.8437523011793,1,0
100.0,618.9708722807059,1,0
101.0,603.0979922602324,1,0
102.0,587.225112239759,1,0
103.0,571.3522322192856,1,0
104.0,555.4793521988122,1,0
105.0,539.6064721783388,1,0
106.0,523.7335921578654,1,0
107.0,507.86071213739194,1,0
