time,x,y,in_or_out
0.0,548.3405902642372,0,0
0.0,563.9750109989587,0,0
1.0,579.6094317336803,0,0
2.0,595.2438524684018,0,0
3.0,610.8782732031233,0,0
4.0,626.5126939378448,0,0
5.0,642.1471146725663,0,0
6.0,657.7815354072878,0,0
7.0,673.4159561420093,0,0
8.0,689.0503768767309,0,0
9.0,704.6847976114524,0,0
10.0,720.3192183461739,0,0
11.0,735.9536390808954,0,0
12.0,751.5880598156169,0,1
13.0,767.2224805503384,0,1
14.0,782.85690128506,0,1
15.0,798.4913220197815,0,1
16.0,814.125742754503,0,2
17.0,829.7601634892245,0,2
18.0,845.394584223946,0,2
19.0,861.0290049586675,0,2
20.0,876.6634256933891,0,2
21.0,892.2978464281106,0,2
22.0,907.9322671628321,0,2
23.0,923.5666878975536,0,2
24.0,939.2011086322751,0,2
25.0,954.8355293669966,0,2
26.0,970.4699501017182,0,2
27.0,986.1043708364397,0,2
28.0,1.7387915711611868,0,2
29.0,17.37321230588275,0,2
30.0,33.00763304060431,0,2
31.0,48.64205377532588,0,2
32.0,64.27647451004744,0,2
33.0,79.910895244769,0,2
34.0,95.54531597949055,0,2
35.0,111.17973671421211,0,2
36.0,126.81415744893367,0,2
37.0,142.44857818365523,0,2
38.0,158.0829989183768,0,2
39.0,173.71741965309837,0,2
40.0,189.35184038781995,0,2
41.0,204.98626112254152,0,1
42.0,220.6206818572631,0,1
43.0,236.25510259198467,0,1
44.0,251.88952332670624,0,0
45.0,267.5239440614278,0,0
46.0,283.1583647961494,0,0
47.0,298.79278553087096,0,0
48.0,314.42720626559253,0,0
49.0,330.0616270003141,0,0
50.0,345.6960477350357,0,0
51.0,361.33046846975725,0,0
52.0,376.9648892044788,0,0
53.0,392.5993099392004,0,0
54.0,408.23373067392197,0,0
55.0,423.86815140864354,0,0
56.0,439.5025721433651,0,0
57.0,455.1369928780867,0,0
58.0,470.77141361280826,0,0
59.0,486.40583434752983,0,0
60.0,502.0402550822514,0,0
61.0,517.6746758169729,0,0
62.0,533.3090965516944,0,0
63.0,548.943517286416,0,0
64.0,564.5779380211375,0,0
65.0,580.212358755859,0,0
66.0,595.8467794905805,0,0
67.0,611.481200225302,0,0
68.0,627.1156209600235,0,0
69.0,642.750041694745,0,0
70.0,658.3844624294666,0,0
71.0,674.0188831641881,0,0
72.0,689.6533038989096,0,0
73.0,705.2877246336311,0,0
74.0,720.9221453683526,0,0
75.0,736.5565661030741,0,0
76.0,752.1909868377957,0,1
77.0,767.8254075725172,0,1
78.0,783.4598283072387,0,1
79.0,799.0942490419602,0,1
80.0,814.7286697766817,0,2
81.0,830.3630905114032,0,2
82.0,845.9975112461248,0,2
83.0,861.6319319808463,0,2
